NameCorp,AfterEmerging,Assets1Before,Assets2Before,Assets3Before,AssetsBefore,AssetsCurrDollar,AssetsEmerging,AssetsPetCurrDollar,AssetsPetition,BondISIN,BondPriceDisp,BondPriceFile,BondPriceMoveDuring,CaseNum,CaseNumRefile,CaseNumTransfer,CeoFiling,CeoNotes,CeoReplaced,CikBefore,CikEmerging,CityChange,CityDisposed,CityFiledCategory,Chapter,CityFiled,CityRefile,ClaimsAgent,ClaimsAgentFirm,ClaimsSecDiscloState,ClaimsUnsec,CommCred,CommCredAtty,CommCredAttyCol,CommCredAttySubstit,CommEquity,CommEquityAtty,CommEquityAttyCol,CommEquityAttySubstit,CommRetirees,CommRetireesName,CommRetireesRequest,CommonName,CPIndexAtConf,CPIndexAtFiling,Cusip6,Cusip9,Date10k1Before,Date10k2Before,Date10k3Before,Date10kBefore,Date10kBeforeLink,Date10kDuring,Date10kDuringLink,Date10kEmerging,Date10kEmergLink,Date10kSalesEmerge,Date363Sale,DateCeoBegin,DateCeoEnd,DateCommCred,DateCommCredBy,DateConfirmed,DateConvDismiss,DateDipLoan1FinOrd,DateDiscloState,DateDisposed,DateEffective,DateEmerging,DateFeeRev,DateFiled,DateJudgeAppt,DateRefile,DateTransferred,DateTurnEngage,DaysDocsAfter,DaysEmergeToRefile,DaysFiledTo363,DaysIn,DENYOther,DipAtty,DipAttyColDoc,DipAttyColDkt,DipFinAdvPetition,DipLoan,DipLoan1Lender,DipLoan1Total,DipLoan2Lender,DipLoan2Total,DipLoanAdditional,DipLoanDoc,Disposition,DistFiled,DistribComments,DistribEquity,DistribSecDiscloState,DistribUnsec,DistribUnsecPct,DktNumConf,DktOnPacer,DocsOnPacer,DocsPublic,EbitBefore,EbitCurrDollars,EbitdaBefore,EbitdaEmerging,EbitEmerging,Emerge,Emerg10k,EmplBefore,EmplEmerging,EmplUnionBefore,EmplUnionEmerging,Examiner,ExaminerName,ExaminerRequest,FeeReviewer,FilingRate,FirmEnd,FreshStartAccounting,GdpDisp,GdpFiling,GdpRefiling,GdpYear1AftDisp,GdpYear1BefFile,GdpYear2AftDisp,GdpYear2BefFile,GvkeyBefore,GvkeyEmerging,HeadCAtFiling,HeadCityPctPop,HeadCityPop,HeadCourtCity,HeadCourtCityToDE,HeadStAtFiling,HqToForum,HqToHqCtCity,IncomeBEBefore,IncomeBEEmerging,IncPublic,InterCompanyClaims,InterCompanyDistrib,InterCompanyPct,JudgeApptDist,JudgeDisposition,JudgeFiling,Liab1Before,Liab2Before,Liab3Before,LiabBefore,LiabCurrDollar,LiabEmerging,LiabPetCurrDollar,LiabPetition,MonthDisp,MonthFiled,MonthRefile,MonthsIn,Multiple363Sales,NameEmerging,NetIncomeBefore,NetIncomeEmerging,NumberFiling,Prepackaged,PrimaryKey,Prime1YearAftDisp,Prime1YearBefFile,Prime2YearAftDisp,Prime2YearBefFile,PrimeDisp,PrimeFiling,PrimeRefiling,ProfFees10k,ProfFees10kNotes,Refile,Refile5,Refile5RepRange,RelatedFilings,Sale,Sale363,SaleConf,SaleIntended,Sales1Before,Sales2Before,Sales3Before,SalesBefore,SalesCurrDollar,SalesEmerging,Shop,SICDescription,SICDivision,SICIndustryGroup,SICMajGroup,SICPrimary,SubCon,TortCause,TransferCity,TransferDist,Transferred,Trustee,TrusteeFor,TrusteeName,TrusteeRequest,TrusteeRequestor,TurnFirm,TurnOffice,TurnPerson,TurnRepRange,TurnType,UsPopFiling,Voluntary,YearConfirmed,YearDisposed,YearEmerged,YearFiled,YearsEmergeToRefile
Global Aviation Holdings Inc. (2013),,,,690,690,879,,,,,,,,13-12945,,,John Graber,End date is 363 closing date of last major asset,NoReplace,0001397867,,,Wilmington,Wilmington,11,Wilmington,,yes,Kurtzman Carson Consultants LLC,,,yes,Morrison Foerster,Morrison & Foerster LLP,,no,,,,no,,,,,233.1,37990V,204,,,12/31/2010,12/31/2010,12/31/2010,,,,,,6/9/2014,6/17/2013,6/9/2014,11/22/2013,,,9/30/2014,12/9/2013,,9/30/2014,,,,11/12/2013,9/9/1998,,,,,,209,322,DE,Haynes Boone,"Haynes and Boone, LLP",,,yes,Cerberus Business Finance LLC,51,,,,yes,converted,DE,,,,,,,yes,yes,yes,21.263,27.077,114.185,,,no,no,"2,012",,"1,265",,no,,no,pending,26,,,104.987,102.823,,107.279,100.283,109.047,98.737,028248,,Peachtree City,0.01%,"34,733",GA Newnan,676,GA,665,12,-26.149,,DE,,,,DE,Mary F. Walrath,Mary F. Walrath,,,520,520,662,,,,9,11,,10.7,multiple,liquidated,-26.149,,7,free fall,1000,3.25,3.25,3.50,3.25,3.25,3.25,,,,,not emerged 5,no,,yes,yes,no confirmation,maybe,,,"1,157","1,157","1,473,061,520",,Yes,"Air Transportation, Nonscheduled","E: Transportation, Communications, Electric, Gas","452 Air Transportation, Nonscheduled",45 Transportation By Air,4522,,Not tort,,,no,,,,,,,,,,,"316,128,839",voluntary,,2014,,2013,
"Global Brokerage, Inc.",,"1,039",,,"1,039","1,251",,95,79,,,,,17-13532,,,Kenneth Grossman,,Replaced,0001499912,,,New York,New York,11,New York,,yes,Prime Clerk LLC,,,no,,,,no,,,,no,,,,247.9,246.5,37891B,109,12/31/2016,,,12/31/2016,12/31/2016,,,,,,,5/15/2017,2/8/2018,,,1/22/2018,,,11/10/2017,1/22/2018,2/8/2018,1/22/2018,,12/11/2017,3/3/2015,,,,,,,42,NY,King Spalding,King & Spalding LLP,,,no,,,,,,no,confirmed,NY SD,,,,,,67,yes,yes,yes,16.379,19.719,43.668,,,yes,no,787,,1,,no,,no,pending,30,,,113.432,112.651,,115.882,109.589,116.832,107.436,185518,,New York,2.65%,"8,622,698",NY New York,106,NY,1,1,96.680,,DE,,,,NY SD,Michael E. Wiles,Michael E. Wiles,"1,043",,,"1,043","1,256",,208,173,1,12,,1.4,,"Global Brokerage, Inc.",70.643,,2,prepackaged,1116,5.50,3.50,4.75,3.25,4.50,4.25,,,,,not emerged 5,no,,no,no,no,no,284,,,284,"341,982,803",,No,,"H: Finance, Insurance, And Real Estate",,"62 Security And Commodity Brokers, Dealers, Exchanges, And Services",6200,,Not tort,,,no,,,,,,,,,,,"325,719,178",voluntary,2018,2018,2018,2017,
Global Crossing Ltd.,Acquired by Level 3 Communications on 10/3/2011,"4,214","30,185",,"4,214","7,062","2,171","37,603","22,438",,,,,02-40188,,,John J. Legere,,NoReplace,0001061322,0001061322,,New York,New York,11,New York,,,,,,yes,Brown Rudnick,Brown Rudnick Berlack Israels LLP,,no,,,,no,,,,180.9,177.1,G3921A,175,12/31/2001,12/31/2000,,12/31/2001,12/31/2001,,,12/31/2003,12/31/2003,12/31/2004,,10/15/2001,10/3/2011,2/8/2002,,12/26/2002,,,10/21/2002,12/26/2002,12/9/2003,12/26/2002,8/21/2002,1/28/2002,9/5/2000,,,,,,,332,NY,Weil Gotshal,"Weil, Gotshal & Manges",,,no,,,,,,no,confirmed,NY SD,,,,,,2586,yes,yes,no,"-1,396.000","-2,339.518",,-70.000,-223.000,yes,yes,"13,000","5,000",1,50,yes,Martin E. Cooperman,yes,fee committee,83,,yes,83.361,82.410,,86.941,81.329,89.859,79.582,113491,113491,Hamilton,0.00%,"3,129",Outside United States,,Bermuda,775,,,"24,728.000",Bermuda,,,,NY SD,Robert E. Gerber,Robert E. Gerber,"13,248","14,378",,"13,248","22,202","1,776","20,771","12,394",12,1,,11.1,,Global Crossing Ltd.,,"24,728.000",55,free fall,446,4.00,9.00,5.25,8.50,4.25,4.75,,248.00,,,emerged no refile 5,yes,Parallel Bermuda,yes,no,yes,invest for control,"3,326",,,"3,326","5,573,951,564","2,487",Yes,"Telephone Communications, Except Radiophones","E: Transportation, Communications, Electric, Gas",481 Telephone Communications,48 Communications,4813,,Fraud,,,no,denied,,,yes,Michael S. Pascazi,,,,,,"287,630,000",voluntary,2002,2002,2002,2002,
Global Eagle Entertainment Inc.,"Changed name to ""Anuvu"" 5/25/2021",669,,,669,766,,722,631,,,,,20-11835,,,Joshua B. Marks,,CEO still in office 11/2/2022,0001512077,,,Wilmington,Wilmington,11,Wilmington,,yes,Prime Clerk LLC,,,yes,Akin Gump,Akin Gump Strauss Hauer & Feld LLP,,no,,,,no,,,,261.6,259.1,37951D,300,12/31/2019,,,12/31/2019,12/31/2019,,,,,,10/15/2020,4/1/2018,9/9/9999,8/5/2020,,1/29/2021,,8/18/2020,12/14/2020,1/29/2021,3/31/2021,10/15/2020,,7/22/2020,6/11/2019,,,,,,85,191,DE,Latham Watkins,Latham & Watkins LLP,,"Greenhill & Co., LLC (bnkr) / Alvarez & Marsal North America, LLC (fin adv)",yes,"Citibank, N.A., as administrative agent, collateral agent, and escrow agent",80,,,,yes,confirmed,DE,,,,,,753,yes,yes,yes,-60.329,-69.106,24.989,,,yes,not as of 5/4/2022,"1,129",,14,,,,,pending,56,,,118.225,115.318,,122.580,117.700,,115.047,187215,,Los Angeles,1.22%,"3,973,278",CA Los Angeles,2383,CA,2370,1,-153.443,,DE,,,,DE,John T. Dorsey,John T. Dorsey,"1,044",,,"1,044","1,196",,"1,244","1,086",1,7,,6.4,,Global Eagle Entertainment Inc.,-153.443,,17,free fall,1203,3.25,5.50,,5.00,3.25,3.25,,,,,not emerged 5,no,,yes,yes,,yes,657,,,657,"752,444,502",,Yes,"Communication Services, Not Elsewhere Classified","E: Transportation, Communications, Electric, Gas","489 Communication Services, Not Elsewhere",48 Communications,4899,,Not tort,,,no,,,,,,,,,,,"326,569,308",voluntary,2021,2021,2020,2020,
"Global Geophysical Services, Inc.",,393,,,393,494,,,,,,,,14-20130,16-20306,,Richard C. White,,Replaced,0001311486,,,Corpus Christi,Other,11,Corpus Christi,Corpus Christi,yes,Prime Clerk LLC,,,yes,Greenberg Traurig,"Greenberg Traurig, LLP",,no,,,,no,,,"Autoseis, Inc.",234.7,236.3,37946S,107,12/31/2013,,,12/31/2013,12/31/2013,,,,,,,10/25/2012,9/14/2015,4/4/2014,,2/6/2015,,4/25/2014,10/31/2014,2/6/2015,2/9/2015,2/6/2015,,3/25/2014,7/31/1987,8/3/2016,,,,544,,318,OT,Baker Botts,Baker Botts LLP,,,yes,"Wilmington Trust, N. A., as administrative agent",151.9,,,,yes,confirmed,TX SD,,,,,,987,yes,yes,yes,-35.590,-44.703,104.621,,,yes,no,"1,500",,1,,no,,no,pending,17,,,106.316,102.463,109.047,108.069,101.154,110.060,99.545,175834,,Missouri City,0.02%,"75,128",TX Houston,1333,TX,168,18,-153.514,,DE,,,,TX SD,Richard S. Schmidt,Richard S. Schmidt,426,,,426,535,,,,2,3,8,10.6,,"Global Geophysical Services, Inc.",-153.514,,6,free fall,1003,3.50,3.25,3.75,3.25,3.25,3.25,3.50,,,Refiled,emerged refile 5,yes,,yes,no,yes,no,289,,,289,"362,571,575",,Yes,Oil and Gas Field Exploration Services,B: Mining,138 Oil And Gas Field Services,13 Oil And Gas Extraction,1382,,Not tort,,,no,,,,,,,,,,,"318,857,056",voluntary,2015,2015,2015,2014,1.5
"Global Geophysical Services, Inc. (2016)",,,,393,393,484,,,,,,,,16-20306,,,Sean M. Gore,,Unfinished,0001311486,,,Corpus Christi,Houston,11,Corpus Christi,,yes,Prime Clerk LLC,,,no,,,,no,,,,no,,,,241.4,240.8,37946S,107,,,12/31/2013,12/31/2013,12/31/2013,,,,,,,4/15/2016,9/9/9999,,,9/19/2016,,9/19/2016,7/20/2016,9/19/2016,10/3/2016,,,8/3/2016,9/30/2011,,,,,,,47,OT,Baker Botts,Baker Botts LLP,,,yes,"Wilmington Savings Fund Society, FSB",2,,,,yes,confirmed,TX SD,,,,,,125,yes,yes,yes,-35.590,-43.857,104.621,,,no,pending,"1,500",,1,,no,,no,pending,43,,,109.047,109.047,,111.530,107.279,115.047,104.987,175834,,Missouri City,0.02%,"74,875",TX Houston,1318,TX,169,18,-153.514,,DE,,,,TX SD,David R. Jones,David R. Jones,,,426,426,525,,,,9,8,,1.6,,liquidated,-153.514,,8,prepackaged,1080,4.25,3.25,5.00,3.25,3.50,3.50,,,,,not emerged 5,no,,no,no,no,yes,,,289,289,"355,713,020",,Yes,Oil and Gas Field Exploration Services,B: Mining,138 Oil And Gas Field Services,13 Oil And Gas Extraction,1382,,Not tort,,,no,,,,,,,,,,,"323,127,515",voluntary,2016,2016,,2016,
Global Marine Inc.,,"1,573","1,847","1,844","1,573","4,260",573,"4,559","1,684",,,,,86-00771,,,C. Russell Luigs,,Replaced,,,,Houston,Houston,11,Houston,,,,,,yes,,,,yes,,,,,,,,121.6,109.6,G3930E,101,12/31/1985,12/31/1984,12/31/1983,12/31/1985,,,,12/31/1989,,12/31/1990,,5/24/1977,5/6/1998,,,2/2/1989,,,,2/2/1989,2/28/1989,2/2/1989,,1/27/1986,3/26/1982,,,,,,,"1,102",OT,Weil Gotshal,"Weil, Gotshal & Manges",,,,,,,,,,confirmed,TX SD,,,,,,,none,none,no,-81.400,-220.431,8.400,22.700,-16.400,yes,yes,"2,800","1,600",1,1,,,,no data,11,,no information in 10-K,56.031,50.165,,57.612,48.168,57.065,46.070,005187,005187,Houston,0.67%,"1,616,458",TX Houston,1318,TX,1,1,-220.000,-61.500,DE,,,,TX SD,Randolph F. Wheless Jr.,,"1,283","1,332",,"1,283","3,473",560,,,2,1,,36.7,,"Global Marine, Inc.",-220.000,-61.500,14,free fall,147,10.00,10.50,9.50,11.00,10.50,9.50,,,,,emerged no refile 5,yes,,no,no,no,,379,407,447,379,"1,025,249,491",282,No,Drilling Oil and Gas Wells,B: Mining,138 Oil And Gas Field Services,13 Oil And Gas Extraction,1381,,Not tort,,,no,,,,,,,,,,,"240,130,000",voluntary,1989,1989,1989,1986,
Global Power Equipment Group Inc.,,,367,,367,537,,558,381,,,,,06-11045,,,Larry Edwards,,Replaced,0001136294,0001136294,,Wilmington,Wilmington,11,Wilmington,,yes,"AlixPartners, LLP",,,yes,Schulte Roth,Schulte Roth & Zabel LLP,,yes,Brown Rudnick,Brown Rudnick Berlack Israels LLP,,no,,,,210.0,202.9,37941P,306,,12/31/2004,,12/31/2004,12/31/2004,,,,,,,5/15/2006,11/21/2006,10/10/2006,,12/21/2007,,9/9/9999,10/30/2007,12/21/2007,1/22/2008,12/21/2007,,9/28/2006,3/13/2006,,,2/16/2006,,,,449,DE,White Case,White & Case LLP / The Bayard Firm,,,yes,"Bank of America, N.A.",,"Morgan Stanley Senior Funding, Inc.",85,,yes,confirmed,DE,,,,,,2233,yes,yes,yes,4.895,7.160,8.495,,,yes,no,"1,805",,153,,no,,no,no,14,,,97.005,94.159,,94.541,92.016,94.618,88.950,143710,,Tulsa,0.13%,"381,780",OK Tulsa,1138,OK,1141,1,-0.705,,DE,,,,DE,Brendan L. Shannon,Brendan L. Shannon,,203,,203,297,,180,123,12,9,,15.0,,Global Power Equipment Group Inc.,-0.705,,4,free fall,258,3.25,6.75,3.25,4.75,7.25,8.25,,,No. No 10k for any years,,emerged no refile 5,yes,,yes,no,yes,no,,234,,234,"341,838,761",,Yes,Fabricated Plate Work (Boiler Shops),D: Manufacturing,344 Fabricated Structural Metal Products,"34 Fabricated Metal Products, Except Machinery and Transportation Equipment",3443,,Not tort,,,no,no,,,no,no,Alvarez & Marsal,no office,Robert M. Caruso,yes,advise,"298,380,000",voluntary,2007,2007,2007,2006,
"Global TeleSystems, Inc.",Maintained as sub of KPNQuest only so long as necessary to wind up affairs,"2,834",,,"2,834","4,733",,"3,780","2,263",US37936UAC80,23.75,24,-0.25,01-11280,,,Robert J. Amman,,NoReplace,0000946392,,,Wilmington,Wilmington,11,Wilmington,,,,,,no,,,,no,,,,no,,,,177.8,177.7,37936U,104,12/31/2000,,,12/31/2000,12/31/2000,,,,,,,9/19/2000,3/15/2002,,,2/21/2002,,,1/9/2002,2/21/2002,,,,10/11/2001,9/25/1987,,,,,,,133,DE,Shearman Sterling,"Shearman & Sterling LLP / Young Conaway Stargatt & Taylor, LLP / Debrauw Blackstone Westbrock",,,no,,,,,,no,confirmed,DE,,,,,,194,yes,yes,no,-427.400,-713.849,-120.000,,,no,no,"2,930",,1,,no,,no,no,97,,,82.410,81.733,,83.791,81.594,87.439,79.293,066414,,Arlington,0.07%,"191,270",VA Alexandria,105,VA,102,9,"-1,615.300",,DE,,,,IL ND,Erwin I. Katz,Erwin I. Katz,"3,505",,,"3,505","5,854",,"5,998","3,591",2,10,,4.4,,GTS Successor Corp.,"-1,615.300",,,prenegotiated,438,4.25,9.50,4.00,8.25,4.75,5.00,,,No. No 10k for any years,,not emerged 5,yes,Invol dismissed bef voluntary; sub filed in Europe,yes,no,yes,"yes, contract","1,024",,,"1,024","1,709,463,869",,Yes,"Telephone Communications, Except Radiophones","E: Transportation, Communications, Electric, Gas",481 Telephone Communications,48 Communications,4813,,Not tort,,,no,no,,,no,no,,,,,,"284,970,000",involuntary,2002,2002,,2001,
Globalstar LP,"acquired by Thermo Capital Partners LLC, 4/2004",456,,,456,762,,957,573,,,,,02-10499,,,Olof Lundberg,,Replaced,0001037927,0001366868,,Wilmington,Wilmington,11,Wilmington,,,,,,yes,Akin Gump,"Akin, Gump, Strauss, Hauer & Feld LLP",,denied,,,,no,,,Globastar Capitol Corp,189.7,177.8,G3930H,104,12/31/2001,,,12/31/2001,12/31/2001,12/31/2002,12/31/2002,,,,12/2/2003,4/15/2001,6/6/2003,3/8/2002,,6/17/2004,,,5/3/2004,6/17/2004,6/29/2004,12/2/2003,10/17/2003,2/15/2002,10/28/1993,,,,,,655,853,DE,Jones Day,"Jones, Day, Reavis and Pogue / Young Conaway Stargatt & Taylor, LLP",,,yes,,,,,,,confirmed,DE,,,,,,1483,yes,yes,no,0.000,0.000,0.000,,,yes,no,124,,1,,no,,yes,fee examiner,83,,,88.120,82.410,,91.299,81.329,94.017,79.582,031525,,San Jose,0.31%,"900,610",CA San Jose,2488,CA,2483,1,-142.298,,DE,,,,DE,Peter J. Walsh,Peter J. Walsh,"3,454",,,"3,454","5,766",,"5,585","3,346",6,2,,28.4,,"Globalstar, Inc.",-142.298,,,prenegotiated,338,6.00,8.50,8.00,8.75,4.00,4.75,,,No. No 10k for 2003 or 2004,,emerged no refile 5,yes,Parallel?,yes,yes,,no,6,,,6,"10,690,034",,Yes,Radiotelephone Communications,"E: Transportation, Communications, Electric, Gas",481 Telephone Communications,48 Communications,4812,,Not tort,,,no,no,,,no,no,,,,,,"287,630,000",voluntary,2004,2004,2003,2002,
GMX Resources Inc.,,,542,,542,692,,359,281,,,,,13-11456,,,"Ken L. Kenworthy, Jr",,Replaced,0001127342,,,Oklahoma City,Other,11,Oklahoma City,,yes,"Epiq Bankruptcy Solutions, LLC",,,yes,Winston Strawn,Winston & Strawn LLP,,no,,,,no,,,,233.9,232.5,38011M,603,,12/31/2011,,12/31/2011,12/31/2011,,,,,,,7/1/1998,5/29/2013,4/2/2013,,1/22/2014,,5/3/2013,12/5/2013,1/22/2014,2/3/2014,1/22/2014,,4/1/2013,4/5/2012,,,,,,,296,OT,Andrews Kurth,Andrews Kurth LLP,,,yes,Omega Advisors Inc.; Whitebox Advisors LLC; GSO Capital Partners LP; Chatham Asset Management LLC,50,,,,yes,confirmed,OK WD,,,,,,1033,yes,yes,yes,-182.762,-233.273,-132.492,,,yes,no,112,,1,,no,,no,pending,26,,,102.463,101.295,,106.316,99.998,108.069,97.680,142339,,Oklahoma City,0.19%,"610,617",OK Oklahoma City,1238,OK,1,1,-211.837,,OK,,,,OK WD,Sarah A. Hall,Sarah A. Hall,,475,,475,606,,585,459,1,4,,9.9,,Thunderbird Resources Equity Inc. and Thbrd Res LP,-211.837,,3,prenegotiated,986,3.25,3.25,3.50,3.25,3.25,3.25,,,,,emerged no refile 5,yes,,no,no,no,"yes, buyer",,117,,117,"149,005,417",,No,Crude Petroleum and Natural Gas,B: Mining,131 Crude Petroleum and Natural Gas,13 Oil And Gas Extraction,1311,,Not tort,,,no,,,,,,,,,,,"316,128,839",voluntary,2014,2014,2014,2013,
"GNC Holdings, Inc.",wholly owned subsidiary of Harbin and registered in Delaware as a limited liability company,"1,651",,,"1,651","1,900",,"1,630","1,416",,,,,20-11662,,,Kenneth A. Martindale,End date is effective date of plan per disclosure statement,NoReplace,0001502034,,,Wilmington,Wilmington,11,Wilmington,,yes,Prime Clerk LLC,,,yes,Lowenstein Sandler,Lowenstein Sandler LLP,,no,,,,no,,,,260.4,257.8,36191G,107,12/31/2019,,,12/31/2019,12/31/2019,,,,,,9/18/2020,9/11/2017,10/30/2020,7/7/2020,,10/14/2020,,7/21/2020,8/20/2020,10/14/2020,10/30/2020,9/18/2020,,6/23/2020,6/17/2019,,,,,,87,113,DE,Latham Watkins,Latham & Watkins LLP,,,yes,GLAS Trust Company LLC as administrative agent,200,,,,yes,confirmed,DE,,,,,,1415,yes,yes,yes,147.925,170.303,183.347,,,yes,not as of 5/4/2022,"12,400",,1,,,,,pending,56,,,116.429,106.920,,123.085,116.662,,114.223,185645,,Pittsburgh,0.09%,"301,286",PA Pittsburgh,241,PA,238,1,-35.112,,DE,,,,DE,Karen B. Owens,Karen B. Owens,"1,646",,,"1,646","1,896",,"1,030",895,10,6,,3.8,,GNC Holdings LLC,-35.112,,17,prenegotiated,1194,3.25,5.50,6.25,5.00,3.25,3.25,,,,,not emerged 5,no,,yes,yes,,maybe,"2,068",,,"2,068","2,381,067,250",,Yes,,G: Retail Trade,,54 Food Stores,5400,,Not tort,,,no,,,,,,,,,,,"326,569,308",voluntary,2020,2020,2020,2020,
"Golden Books Family Entertainment, Inc.",Sold substantially all of its assets and refiled bankruptcy to effectuate the sale,255,323,367,255,460,290,531,294,,,,,99-10030,01-01920,,Richard E. Snyder,Sale to Classic Media/Random House closed on 8/28/2001,NoReplace,0000790706,0000790706,,New York,New York,11,New York,Wilmington,,,,,no,,,,no,,,,no,,,,167.9,164.5,380804,203,12/26/1998,,,12/26/1998,12/26/1998,,,12/25/1999,12/25/1999,12/10/2000,,5/8/1996,8/28/2001,,,9/24/1999,,3/29/1999,5/13/1999,9/24/1999,1/27/2000,9/24/1999,,2/26/1999,3/21/1985,6/4/2001,,,,619,,210,NY,Proskauer Rose,Proskauer Rose,,,yes,,,,,,yes,confirmed,NY SD,,,,,,294,yes,yes,no,-73.008,-131.724,-60.428,-10.759,-24.691,yes,yes,950,440,350,1,no,,no,no,45,,yes,78.012,76.355,81.835,81.112,72.843,81.507,69.470,012515,012515,New York,2.75%,"7,665,421",NY New York,106,NY,1,1,-128.599,33.883,DE,,,,NY SD,Tina L. Brozman,Tina L. Brozman,444,,,444,801,240,794,440,9,2,6,7.0,,"Golden Books Family Entertainment, Inc.",-128.599,185.839,,prenegotiated,19,9.50,8.50,6.00,8.25,8.25,7.75,7.00,8.81,,Refiled,emerged refile 5,yes,,no,no,no,no,194,244,255,194,"350,429,752",149,No,"Books: Publishing, or Publishing and Printing",D: Manufacturing,273 Books,"27 Printing, Publishing, And Allied Industries",2731,,Not tort,,,no,no,,,no,no,,,,,,"279,040,000",voluntary,1999,1999,1999,1999,1.7
"Goss Graphic Systems, Inc. (1999)","Established holding company for Goss Graphics Systems, Inc. named Goss Holdings, Inc.","1,016",,,"1,016","1,809",724,,,,,,,99-02756,01-31747,,James Sheehan,,Replaced,0001018214,0001098341,yes,Wilmington,Wilmington,11,Wilmington,Chicago,,,,,yes,,,,no,,,,no,,,,168.2,166.7,383411,AA,9/30/1998,,,9/30/1998,9/30/1998,,,12/31/2000,12/31/2000,12/31/2000,,4/30/1999,5/1/2001,9/2/1999,,10/21/1999,,,,10/21/1999,11/19/1999,10/21/1999,,7/30/1999,10/28/1993,9/10/2001,,,691,690,,83,DE,Kirkland Ellis,,"Young, Conaway, Stargatt & Taylor LLP / Kirkland & Ellis",,yes,,,,,,,confirmed,DE,,,,,,359,yes,docs after date,no,-55.500,-98.814,,,,yes,yes,"3,313","2,689","1,710","1,341",no,,no,no,45,,no information in 10-K,79.293,78.012,81.507,81.594,74.438,81.733,71.508,999999,999999,Westmont,0.01%,"22,891",IL Chicago,653,IL,664,22,,,DE,,,,DE,Peter J. Walsh,Peter J. Walsh,"1,008",,,"1,008","1,795",813,,,10,7,9,2.8,,"Goss Graphic Systems, Inc.",,,,prepackaged,282,9.50,8.50,5.50,8.50,8.25,8.00,6.00,,No. No 10k for any years,Refiled,emerged refile 5,yes,,yes,no,yes,no,764,,,764,"1,360,423,442",623,Yes,Printing Trades Machinery and Equipment,D: Manufacturing,"355 Special Industry Machinery, Except Metalworking",35 Industrial and Commercial Machinery and Computer Equipment,3555,,Not tort,,,no,no,,,yes,Lasalle Bank,,,,,,"279,040,000",voluntary,1999,1999,1999,1999,1.9
"Goss Holdings, Inc. (2001)","acquired by JP Morgan Chase Bank, LBI Group and DKAcquisition Partners",656,,,656,"1,092",,,,,,,,01-31751,,,"Richard J. Sutis, Matt Cribari, & Joseph Gaynor, co-CEOs",End date is date of asset sale closure,Replaced,0001098341,,,Chicago,Other,11,Chicago,,,,,,yes,Schwartz Cooper,Schwartz Cooper Greenberger & Krauss,,no,,,,no,,,,,178.3,383413,937,12/31/2000,,,12/31/2000,12/31/2000,,,,,,2/8/2002,5/1/2001,2/22/2002,9/21/2001,,,2/25/2002,,,2/25/2002,,2/8/2002,,9/10/2001,7/26/1999,,,,,,151,168,OT,Skadden Arps,"Skadden, Arps, Slate, Meagher & Flom LLP",,,yes,,,,,,,converted,IL ND,,,,,,,yes,yes,no,14.800,24.636,43.000,,,yes,no,"2,689",,"1,341",,no,,no,no,97,,,82.410,81.507,,83.791,81.112,87.439,78.012,146331,,Westmont,0.01%,"24,567",IL Chicago,653,IL,16,22,-22.900,,DE,,,,IL ND,Carol A. Doyle,,764,,,764,"1,272",,,,2,9,,5.6,,Goss International Corp.,-22.900,,,prenegotiated,376,4.25,9.50,4.00,8.25,4.75,6.50,,,,,emerged no refile 5,yes,,yes,yes,no confirmation,no,623,,,623,"1,037,707,514",,No,Laboratory Apparatus and Furniture,D: Manufacturing,"382 Laboratroy Apparatus and Analytical, Optical","38 Measuring, Analyzing and Controlling Instruments; Photographic, Medical",3821,,Not tort,,,no,no,,,no,no,,,,,,"284,970,000",voluntary,,2002,2002,2001,
Gottschalks Inc.,"Assets purchased by Great American Group LLC, Hudson Capital Partners LLC, SB Capital Group LLC and Tiger Capital Group LLC and then liquidated.",332,,,332,467,,406,288,,,,,09-10157,,,James R. Famalette,,NoReplace,0000790414,,,Wilmington,Wilmington,11,Wilmington,,yes,Kurtzman Carson Consultants LLC,,,yes,Cooley,Cooley Godward Kronish LLP,,no,,,,no,,,,221.3,211.1,383485,109,2/2/2008,,,2/2/2008,2/2/2008,,,,,,4/1/2009,6/25/1999,2/28/2011,1/22/2009,,2/18/2011,,2/13/2009,1/15/2010,2/18/2011,2/28/2011,,3/27/2009,1/14/2009,1/25/2001,,,,,,77,765,DE,O'Melveny Myers,O'Melveny & Myers LLP,,,yes,General Electric Capital Corporation,125,,,,yes,confirmed,DE,,,,,,2262,yes,yes,yes,-9.679,-13.608,5.494,,,no,no,"4,800",,1,,no,,no,fee auditor,91,,,97.022,93.439,,99.545,96.610,101.154,95.232,012122,,Fresno,0.16%,"479,911",CA Fresno,2391,CA,2386,1,-12.433,,DE,,,,DE; PA ED,Kevin J. Carey,Kevin J. Carey,220,,,220,309,,277,197,2,1,,25.5,,liquidated,-12.433,,,free fall,584,3.25,7.25,3.25,8.25,3.25,3.25,,,,,not emerged 5,no,,yes,yes,,"yes, no buyer",,629,,629,"883,712,716",,Yes,Department Stores,G: Retail Trade,531 Department Stores,53 General Merchandise Stores,5311,,Not tort,,,no,no,,,no,no,none,no turnfirm,none,no,none,"306,770,000",voluntary,2011,2011,,2009,
